evaluation_set,model_family,outcome,mae,rmse,r2,mae_ci95_low,mae_ci95_high
cv,modulation_only,comfort_rating,0.7666666666666672,0.8185352771872455,-7.1486486486486545,0.6000000000000005,0.9937479549385317
cv,modulation_only,comfort_rating,0.7812438648155942,0.7812438648155942,0.0,0.6000000000000005,0.9937479549385317
cv,acoustic_only,envelope_plv,0.08666666666666667,0.10132456102380442,-2.725806451612903,0.07500000000000001,0.9283333333340146
cv,acoustic_only,envelope_plv,0.9283333333340146,0.9283333333340146,0.0,0.07500000000000001,0.9283333333340146
cv,legacy_v1,envelope_plv,0.08666666666666667,0.10132456102380442,-2.725806451612903,0.014079422382671541,0.096
cv,legacy_v1,envelope_plv,0.014079422382671541,0.014079422382671541,0.0,0.014079422382671541,0.096
cv,modulation_only,envelope_plv,0.08666666666666667,0.10132456102380442,-2.725806451612903,0.04123171130743702,0.0967390267844622
cv,modulation_only,envelope_plv,0.04369513392231103,0.04369513392231103,0.0,0.04123171130743702,0.0967390267844622
cv,acoustic_only,irritation_rating,0.4333333333333333,0.519615242270663,-2.2837837837837847,0.25,35.958333333334394
cv,acoustic_only,irritation_rating,35.958333333334394,35.958333333334394,0.0,0.25,35.958333333334394
cv,legacy_v1,irritation_rating,0.4333333333333333,0.519615242270663,-2.2837837837837847,0.25,0.868231046931407
cv,legacy_v1,irritation_rating,0.868231046931407,0.868231046931407,0.0,0.25,0.868231046931407
cv,modulation_only,irritation_rating,0.4333333333333333,0.519615242270663,-2.2837837837837847,0.25,0.7215093722245594
cv,modulation_only,irritation_rating,0.5645281166736784,0.5645281166736784,0.0,0.25,0.7215093722245594
cv,acoustic_only,masking_effectiveness_rating,0.8000000000000004,0.836660026534076,-10.666666666666659,0.7250000000000003,14.425000000003115
cv,acoustic_only,masking_effectiveness_rating,14.425000000003115,14.425000000003115,0.0,0.7250000000000003,14.425000000003115
cv,legacy_v1,masking_effectiveness_rating,0.8000000000000004,0.836660026534076,-10.666666666666659,0.26498194945848397,0.8600000000000005
cv,legacy_v1,masking_effectiveness_rating,0.26498194945848397,0.26498194945848397,0.0,0.26498194945848397,0.8600000000000005
cv,modulation_only,masking_effectiveness_rating,0.8000000000000004,0.836660026534076,-10.666666666666659,0.24398401346234788,0.8600000000000005
cv,modulation_only,masking_effectiveness_rating,0.24398401346234788,0.24398401346234788,0.0,0.24398401346234788,0.8600000000000005
cv,acoustic_only,reaction_time_ms,23.666666666666668,26.664583251946766,-3.712076583210604,19.75,839.0833333334813
cv,acoustic_only,reaction_time_ms,839.0833333334813,839.0833333334813,0.0,19.75,839.0833333334813
cv,legacy_v1,reaction_time_ms,23.666666666666668,26.664583251946766,-3.712076583210604,3.397111913357435,26.8
cv,legacy_v1,reaction_time_ms,3.397111913357435,3.397111913357435,0.0,3.397111913357435,26.8
cv,modulation_only,reaction_time_ms,23.666666666666668,26.664583251946766,-3.712076583210604,3.176202496143617,26.8
cv,modulation_only,reaction_time_ms,3.176202496143617,3.176202496143617,0.0,3.176202496143617,26.8
cv,acoustic_only,reaction_time_variability_ms,10.666666666666666,11.775681155103795,-4.571428571428571,9.0,395.3333333333903
cv,acoustic_only,reaction_time_variability_ms,395.3333333333903,395.3333333333903,0.0,9.0,395.3333333333903
cv,legacy_v1,reaction_time_variability_ms,10.666666666666666,11.775681155103795,-4.571428571428571,0.3465703971119183,12.0
cv,legacy_v1,reaction_time_variability_ms,0.3465703971119183,0.3465703971119183,0.0,0.3465703971119183,12.0
cv,modulation_only,reaction_time_variability_ms,10.666666666666666,11.775681155103795,-4.571428571428571,0.5042770999859698,12.0
cv,modulation_only,reaction_time_variability_ms,0.5042770999859698,0.5042770999859698,0.0,0.5042770999859698,12.0
cv,acoustic_only,vigilance_accuracy,0.04666666666666671,0.050990195135927896,-5.157894736842104,0.040000000000000036,1.475833333333572
cv,acoustic_only,vigilance_accuracy,1.475833333333572,1.475833333333572,0.0,0.040000000000000036,1.475833333333572
cv,legacy_v1,vigilance_accuracy,0.04666666666666671,0.050990195135927896,-5.157894736842104,0.001299638989169738,0.052000000000000046
cv,legacy_v1,vigilance_accuracy,0.001299638989169738,0.001299638989169738,0.0,0.001299638989169738,0.052000000000000046
cv,modulation_only,vigilance_accuracy,0.04666666666666671,0.050990195135927896,-5.157894736842104,0.0027268265320432583,0.052000000000000046
cv,modulation_only,vigilance_accuracy,0.0027268265320432583,0.0027268265320432583,0.0,0.0027268265320432583,0.052000000000000046
